insphf(30,130324,7);
insphf(31,130329,7);
insphf(32,130334,7);
insphf(33,130344,7);
insphf(34,130349,7);
insphf(35,130354,7);
insphf(36,130364,7);
insphf(37,130369,7);
insphf(38,130374,7);
insphf(39,2476102,7);
insphf(1,8,8);
insphf(2,14,8);
insphf(3,31,8);
insphf(4,64,8);
insphf(5,71,8);
insphf(6,77,8);
insphf(7,512,8);
insphf(8,518,8);
insphf(9,524,8);
insphf(10,530,8);
insphf(11,536,8);
insphf(12,1024,8);
insphf(13,1036,8);
insphf(14,2198,8);
insphf(15,2204,8);
insphf(16,4096,8);
insphf(17,4102,8);
insphf(18,4108,8);
insphf(19,4114,8);
insphf(20,28562,8);
insphf(21,29791,8);
insphf(22,29797,8);
insphf(23,29803,8);
insphf(24,29820,8);
insphf(25,32768,8);
insphf(26,371294,8);
insphf(27,371300,8);
insphf(28,371306,8);
insphf(29,371312,8);
insphf(30,923521,8);
insphf(1,9,9);
insphf(2,16,9);
insphf(3,36,9);
insphf(4,81,9);
insphf(5,88,9);
insphf(6,95,9);
insphf(7,729,9);
insphf(8,736,9);
insphf(9,743,9);
insphf(10,750,9);
insphf(11,757,9);
insphf(12,1458,9);
insphf(13,2187,9);
insphf(14,4096,9);
insphf(15,4103,9);
insphf(16,6561,9);
insphf(17,6568,9);
insphf(18,6575,9);
insphf(19,6582,9);
insphf(20,65536,9);
insphf(21,65543,9);
insphf(22,65550,9);
insphf(23,65557,9);
insphf(24,65564,9);
insphf(25,65571,9);
insphf(26,1048576,9);
insphf(1,10,10);
insphf(2,18,10);
insphf(3,43,10);
insphf(4,100,10);
insphf(5,108,10);
insphf(6,116,10);
insphf(7,730,10);
insphf(8,738,10);
insphf(9,746,10);
insphf(10,754,10);
insphf(11,762,10);
insphf(12,1849,10);
insphf(13,2188,10);
insphf(14,4914,10);
insphf(15,4922,10);
insphf(16,10000,10);
insphf(17,10008,10);
insphf(18,10016,10);
insphf(19,10024,10);
insphf(20,83522,10);
insphf(21,83530,10);
insphf(22,83538,10);
insphf(23,83546,10);
insphf(24,83554,10);
insphf(25,83562,10);
insphf(26,1419858,10);
insphf(1,11,11);
insphf(2,20,11);
insphf(3,49,11);
insphf(4,121,11);
insphf(5,130,11);
insphf(6,139,11);
insphf(7,1331,11);
insphf(8,1340,11);
insphf(9,1349,11);
insphf(10,14641,11);
insphf(11,14650,11);
insphf(12,14659,11);
insphf(13,14668,11);
insphf(14,14677,11);
insphf(15,14686,11);
insphf(16,29282,11);
insphf(17,29300,11);
insphf(18,29318,11);
insphf(19,43923,11);
insphf(20,130322,11);
insphf(21,130331,11);
insphf(22,130340,11);
insphf(23,130349,11);
insphf(24,161051,11);
insphf(25,161060,11);
insphf(26,2476100,11);
insphf(1,12,12);
insphf(2,22,12);
insphf(3,57,12);
insphf(4,144,12);
insphf(5,154,12);
insphf(6,171,12);
insphf(7,1332,12);
insphf(8,1342,12);
insphf(9,1352,12);
insphf(10,14642,12);
insphf(11,14652,12);
insphf(12,14662,12);
insphf(13,14672,12);
insphf(14,14682,12);
insphf(15,14692,12);
insphf(16,29284,12);
insphf(17,43926,12);
insphf(18,43956,12);
insphf(19,58568,12);
insphf(20,130324,12);
insphf(21,130334,12);
insphf(22,130344,12);
insphf(23,130354,12);
insphf(24,175680,12);
insphf(25,175690,12);
insphf(26,2476102,12);
insphf(1,13,13);
insphf(2,24,13);
insphf(3,58,13);
insphf(4,169,13);
insphf(5,180,13);
insphf(6,191,13);
insphf(7,2197,13);
insphf(8,2208,13);
insphf(9,2219,13);
insphf(10,28561,13);
insphf(11,28572,13);
insphf(12,28583,13);
insphf(13,371293,13);
insphf(14,371304,13);
insphf(15,371315,13);
insphf(16,371326,13);
insphf(17,371337,13);
insphf(18,371348,13);
insphf(19,371359,13);
insphf(20,371370,13);
insphf(21,742586,13);
insphf(1,14,14);
insphf(2,26,14);
insphf(3,59,14);
insphf(4,196,14);
insphf(5,208,14);
insphf(6,220,14);
insphf(7,2198,14);
insphf(8,2210,14);
insphf(9,2222,14);
insphf(10,28562,14);
insphf(11,28574,14);
insphf(12,28586,14);
insphf(13,371294,14);
insphf(14,371306,14);
insphf(15,371318,14);
insphf(16,371330,14);
insphf(17,371342,14);
insphf(18,371354,14);
insphf(19,371366,14);
insphf(20,742588,14);
insphf(1,15,15);
insphf(2,28,15);
insphf(3,60,15);
insphf(4,225,15);
insphf(5,238,15);
insphf(6,251,15);
insphf(7,2199,15);
insphf(8,2212,15);
insphf(9,2225,15);
insphf(10,28563,15);
insphf(11,28576,15);
insphf(12,28589,15);
insphf(13,371295,15);
insphf(14,371308,15);
insphf(15,371321,15);
insphf(16,371334,15);
insphf(17,371347,15);
insphf(18,371360,15);
insphf(19,371373,15);
insphf(20,742590,15);
insphf(1,16,16);
insphf(2,30,16);
insphf(3,64,16);
insphf(4,256,16);
insphf(5,270,16);
insphf(6,284,16);
insphf(7,4096,16);
insphf(8,4110,16);
insphf(9,4124,16);
insphf(10,65536,16);
insphf(11,65550,16);
insphf(12,65564,16);
insphf(13,1048576,16);
insphf(1,17,17);
insphf(2,32,17);
insphf(3,65,17);
insphf(4,289,17);
insphf(5,304,17);
insphf(6,319,17);
insphf(7,4913,17);
insphf(8,4928,17);
insphf(9,4943,17);
insphf(10,83521,17);
insphf(11,83536,17);
insphf(12,83551,17);
insphf(13,1419857,17);
insphf(1,18,18);
insphf(2,34,18);
insphf(3,72,18);
insphf(4,324,18);
insphf(5,340,18);
insphf(6,356,18);
insphf(7,4914,18);
insphf(8,4930,18);
insphf(9,4946,18);
insphf(10,83522,18);
insphf(11,83538,18);
insphf(12,83554,18);
insphf(13,1419858,18);
insphf(1,19,19);
insphf(2,36,19);
insphf(3,73,19);
insphf(4,361,19);
insphf(5,378,19);
insphf(6,395,19);
insphf(7,6859,19);
insphf(8,6876,19);
insphf(9,6893,19);
insphf(10,130321,19);
insphf(11,130338,19);
insphf(12,130355,19);
insphf(13,2476099,19);
insphf(1,20,20);
insphf(2,38,20);
insphf(3,86,20);
insphf(4,400,20);
insphf(5,418,20);
insphf(6,436,20);
insphf(7,6860,20);
insphf(8,6878,20);
insphf(9,6896,20);
insphf(10,130322,20);
insphf(11,130340,20);
insphf(12,130358,20);
insphf(13,2476100,20);
insphf(1,21,21);
insphf(2,40,21);
insphf(3,87,21);
insphf(4,441,21);
insphf(5,460,21);
insphf(6,479,21);
insphf(7,6861,21);
insphf(8,6880,21);
insphf(9,6899,21);
insphf(10,130323,21);
insphf(11,130342,21);
insphf(12,130361,21);
insphf(13,2476101,21);
insphf(1,22,22);
insphf(2,42,22);
insphf(3,98,22);
insphf(4,484,22);
insphf(5,504,22);
insphf(6,524,22);
insphf(7,6862,22);
insphf(8,6882,22);
insphf(9,6902,22);
insphf(10,130324,22);
insphf(11,130344,22);
insphf(12,130364,22);
insphf(13,2476102,22);
insphf(1,23,23);
insphf(2,44,23);
insphf(3,99,23);
insphf(4,529,23);
insphf(5,550,23);
insphf(6,571,23);
insphf(7,12167,23);
insphf(8,12188,23);
insphf(9,12209,23);
insphf(10,279841,23);
insphf(11,279862,23);
insphf(12,279883,23);
insphf(13,6436343,23);
insphf(1,24,24);
insphf(2,46,24);
insphf(3,114,24);
insphf(4,576,24);
insphf(5,598,24);
insphf(6,620,24);
insphf(7,12168,24);
insphf(8,12190,24);
insphf(9,12212,24);
insphf(10,279842,24);
insphf(11,279864,24);
insphf(12,279886,24);
insphf(13,6436344,24);
insphf(1,25,25);
insphf(2,48,25);
insphf(3,125,25);
insphf(4,625,25);
insphf(5,648,25);
insphf(6,671,25);
insphf(7,15625,25);
insphf(8,15648,25);
insphf(9,15671,25);
insphf(10,390625,25);
insphf(11,390648,25);
insphf(12,390671,25);
insphf(13,9765625,25);
insphf(1,26,26);
insphf(2,50,26);
insphf(3,126,26);
insphf(4,676,26);
insphf(5,700,26);
insphf(6,724,26);
insphf(7,15626,26);
insphf(8,15650,26);
insphf(9,15674,26);
insphf(10,390626,26);
insphf(11,390650,26);
insphf(12,390674,26);
insphf(13,9765626,26);
insphf(1,27,27);
insphf(2,52,27);
insphf(3,127,27);
insphf(4,729,27);
insphf(5,754,27);
insphf(6,779,27);
insphf(7,19683,27);
insphf(8,19708,27);
insphf(9,19733,27);
insphf(10,531441,27);
insphf(1,28,28);
insphf(2,54,28);
insphf(3,128,28);
insphf(4,784,28);
insphf(5,810,28);
insphf(6,836,28);
insphf(7,19684,28);
insphf(8,19710,28);
insphf(9,19736,28);
insphf(10,531442,28);
insphf(1,29,29);
insphf(2,56,29);
insphf(3,129,29);
insphf(4,841,29);
insphf(5,868,29);
insphf(6,895,29);
insphf(7,24389,29);
insphf(8,24416,29);
insphf(9,24443,29);
insphf(10,707281,29);
insphf(1,30,30);
insphf(2,58,30);
insphf(3,150,30);
insphf(4,900,30);
insphf(5,928,30);
insphf(6,956,30);
insphf(7,24390,30);
insphf(8,24418,30);
insphf(9,24446,30);
insphf(10,707282,30);
insphf(1,31,31);
insphf(2,60,31);
insphf(3,155,31);
insphf(4,961,31);
insphf(5,990,31);
insphf(6,1019,31);
insphf(7,29791,31);
insphf(8,29820,31);
insphf(9,29849,31);
insphf(10,923521,31);
insphf(1,32,32);
insphf(2,62,32);
insphf(3,160,32);
insphf(4,1024,32);
insphf(5,1054,32);
insphf(6,1084,32);
insphf(7,32768,32);
insphf(8,32798,32);
insphf(9,32828,32);
insphf(10,1048576,32);
insphf(1,33,33);
insphf(2,64,33);
insphf(3,165,33);
insphf(4,1089,33);
insphf(5,1120,33);
insphf(6,1151,33);
insphf(7,32769,33);
insphf(8,32800,33);
insphf(9,32831,33);
insphf(10,1048577,33);
insphf(1,34,34);
insphf(2,66,34);
insphf(3,170,34);
insphf(4,1156,34);
insphf(5,1188,34);
insphf(6,1220,34);
insphf(7,32770,34);
insphf(8,32802,34);
insphf(9,32834,34);
insphf(10,1048578,34);
insphf(1,35,35);
insphf(2,68,35);
insphf(3,175,35);
insphf(4,1225,35);
insphf(5,1258,35);
insphf(6,1291,35);
insphf(7,32771,35);
insphf(8,32804,35);
insphf(9,32837,35);
insphf(10,1048579,35);
insphf(1,36,36);
insphf(2,70,36);
insphf(3,216,36);
insphf(4,1296,36);
insphf(5,1330,36);
insphf(6,1364,36);
insphf(7,46656,36);
insphf(8,46690,36);
insphf(9,46724,36);
insphf(10,1679616,36);
insphf(1,37,37);
insphf(2,72,37);
insphf(3,217,37);
insphf(4,1369,37);
insphf(5,1404,37);
insphf(6,1439,37);
insphf(7,50653,37);
insphf(8,50688,37);
insphf(9,50723,37);
insphf(10,1874161,37);
insphf(1,38,38);
insphf(2,74,38);
insphf(3,218,38);
insphf(4,1444,38);
insphf(5,1480,38);
insphf(6,1516,38);
insphf(7,50654,38);
insphf(8,50690,38);
insphf(9,50726,38);
insphf(10,1874162,38);
insphf(1,39,39);
insphf(2,76,39);
insphf(3,219,39);
insphf(4,1521,39);
insphf(5,1558,39);
insphf(6,1595,39);
insphf(7,50655,39);
insphf(8,50692,39);
insphf(9,50729,39);
insphf(10,1874163,39);
insphf(1,40,40);
insphf(2,78,40);
insphf(3,220,40);
insphf(4,1600,40);
insphf(5,1638,40);
insphf(6,1676,40);
insphf(7,50656,40);
insphf(8,50694,40);
insphf(9,50732,40);
insphf(10,1874164,40);
insphf(1,41,41);
insphf(2,80,41);
insphf(3,221,41);
insphf(4,1681,41);
insphf(5,1720,41);
insphf(6,1759,41);
insphf(7,68921,41);
insphf(8,68960,41);
insphf(9,68999,41);
insphf(10,2825761,41);
insphf(1,42,42);
insphf(2,82,42);
insphf(3,252,42);
insphf(4,1764,42);
insphf(5,1804,42);
insphf(6,1844,42);
insphf(7,68922,42);
insphf(8,68962,42);
insphf(9,69002,42);
insphf(10,2825762,42);
insphf(1,43,43);
insphf(2,84,43);
insphf(3,258,43);
insphf(4,1849,43);
insphf(5,1890,43);
insphf(6,1931,43);
insphf(7,79507,43);
insphf(8,79548,43);
insphf(9,79589,43);
insphf(10,3418801,43);
insphf(1,44,44);
insphf(2,86,44);
insphf(3,264,44);
insphf(4,1936,44);
insphf(5,1978,44);
insphf(6,2020,44);
insphf(7,79508,44);
insphf(8,79550,44);
insphf(9,79592,44);
insphf(10,3418802,44);
insphf(1,45,45);
insphf(2,88,45);
insphf(3,270,45);
insphf(4,2025,45);
insphf(5,2068,45);
insphf(6,2111,45);
insphf(7,79509,45);
insphf(8,79552,45);
insphf(9,79595,45);
insphf(10,3418803,45);
insphf(1,46,46);
insphf(2,90,46);
insphf(3,276,46);
insphf(4,2116,46);
insphf(5,2160,46);
insphf(6,2204,46);
insphf(7,79510,46);
insphf(8,79554,46);
insphf(9,79598,46);
insphf(10,3418804,46);
insphf(1,47,47);
insphf(2,92,47);
insphf(3,282,47);
insphf(4,2209,47);
insphf(5,2254,47);
insphf(6,2299,47);
insphf(7,103823,47);
insphf(8,103868,47);
insphf(9,103913,47);
insphf(10,4879681,47);
insphf(1,48,48);
insphf(2,94,48);
insphf(3,288,48);
insphf(4,2304,48);
insphf(5,2350,48);
insphf(6,2396,48);
insphf(7,103824,48);
insphf(8,103870,48);
insphf(9,103916,48);
insphf(10,4879682,48);
insphf(1,49,49);
insphf(2,96,49);
insphf(3,343,49);
insphf(4,2401,49);
insphf(5,2448,49);
insphf(6,2495,49);
insphf(7,117649,49);
insphf(8,117696,49);
insphf(9,117743,49);
insphf(10,5764801,49);
insphf(1,50,50);
insphf(2,98,50);
insphf(3,344,50);
insphf(4,2500,50);
insphf(5,2548,50);
insphf(6,2596,50);
insphf(7,117650,50);
insphf(8,117698,50);
insphf(9,117746,50);
insphf(10,5764802,50);
